Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Conjunto Comercial/Sala;Del Castilho;0;1;0;29;1200.0;760.0;0.0
Apartamento;Recreio dos Bandeirantes;2;1;1;89;1800.0;884.0;170.0
Apartamento;Maracanã;1;1;1;120;1000.0;985.0;150.0
Apartamento;Recreio dos Bandeirantes;4;3;2;181;3500.0;1080.0;423.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;750.0;399.0;52.0
Apartamento;Tijuca;2;1;1;70;1500.0;890.0;68.0
Conjunto Comercial/Sala;Santo Cristo;0;0;0;175;5250.0;1750.0;0.0
Casa de Condomínio;Barra da Tijuca;5;6;5;640;13800.0;980.0;1800.0
Apartamento;Vaz Lobo;2;0;0;70;1000.0;32.0;0.0
Conjunto Comercial/Sala;Tijuca;0;0;0;150;7200.0;1700.0;481.0
Conjunto Comercial/Sala;Centro;0;0;0;219;23000.0;5938.0;1303.0
Conjunto Comercial/Sala;Centro;0;0;0;322;8500.0;4315.0;81.0
Conjunto Comercial/Sala;São Cristóvão;1;1;0;25;800.0;427.0;471.0
Apartamento;Madureira;2;0;0;40;600.0;415.0;0.0
Apartamento;Recreio dos Bandeirantes;2;0;0;75;1700.0;659.0;0.0
Apartamento;Copacabana;2;1;1;81;2900.0;893.0;190.0
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;350;16500.0;6030.0;3980.0
Casa;Bonsucesso;2;0;0;51;1000.0;0.0;0.0
Casa de Condomínio;Barra da Tijuca;5;3;5;1000;20000.0;1800.0;1800.0
Flat;Humaitá;1;1;0;55;2000.0;1232.0;176.0
Conjunto Comercial/Sala;Centro;0;0;0;360;9000.0;2968.0;1208.0
Apartamento;Praça Seca;3;0;0;90;900.0;330.0;15.0
Apartamento;Vila Isabel;3;3;1;124;1700.0;1400.0;0.0
Apartamento;Recreio dos Bandeirantes;5;3;4;430;6000.0;899.0;750.0
Loja/Salão;Barra da Tijuca;0;0;0;210;55000.0;0.0;3000.0
Apartamento;Ipanema;2;0;1;75;5200.0;476.0;120.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;34;1600.0;732.0;141.0
Apartamento;São Conrado;5;2;3;400;13000.0;4165.0;689.0
Loja/Salão;Recreio dos Bandeirantes;0;1;0;54;1500.0;364.0;173.0
Apartamento;Freguesia (Jacarepaguá);3;2;1;126;1500.0;1000.0;150.0
Apartamento;Laranjeiras;2;1;1;70;2300.0;620.0;190.0
Apartamento;Recreio dos Bandeirantes;3;2;1;94;1900.0;1300.0;198.0
Apartamento;Barra da Tijuca;4;3;4;192;5000.0;2200.0;562.0
Conjunto Comercial/Sala;Centro;0;18;0;1141;79855.0;22302.0;2977.0
Apartamento;Copacabana;1;0;0;43;1600.0;452.0;242.0
Apartamento;Barra da Tijuca;2;1;1;70;2200.0;780.0;0.0
Apartamento;São Francisco Xavier;3;1;1;73;1200.0;520.0;0.0
Apartamento;Copacabana;3;0;0;120;3000.0;1420.0;0.0
Conjunto Comercial/Sala;Tijuca;0;0;0;29;800.0;1100.0;0.0
Casa de Condomínio;Vargem Grande;5;4;5;300;5000.0;1500.0;250.0
Conjunto Comercial/Sala;Botafogo;0;11;0;705;68000.0;26715.0;4579.0
Apartamento;Pechincha;2;1;0;64;800.0;248.0;14.0
Apartamento;Copacabana;1;0;0;45;2800.0;450.0;30.0
Conjunto Comercial/Sala;Campo Grande;0;1;0;21;500.0;570.0;0.0
Apartamento;Laranjeiras;2;0;0;110;2500.0;968.0;167.0
Galpão/Depósito/Armazém;São Cristóvão;0;20;0;1100;16000.0;0.0;2435.0
Apartamento;Ipanema;4;3;3;433;37000.0;9800.0;0.0
Apartamento;Flamengo;2;0;0;85;2700.0;800.0;1150.0
Apartamento;Leme;3;1;1;175;8000.0;1380.0;0.0
Casa;Engenho Novo;2;0;0;70;1100.0;0.0;0.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;75;2500.0;1250.0;681.0
Apartamento;Jacarepaguá;2;1;0;68;1100.0;540.0;0.0
Apartamento;Humaitá;2;1;0;64;2500.0;520.0;0.0
Conjunto Comercial/Sala;Centro;0;0;0;90;2800.0;1640.0;270.0
Apartamento;Copacabana;1;0;1;37;2500.0;447.0;20.0
Apartamento;Copacabana;4;2;2;240;10000.0;2000.0;700.0
Casa de Condomínio;Barra da Tijuca;4;3;2;188;6000.0;1022.0;0.0
Apartamento;Barra da Tijuca;3;2;2;137;12500.0;1850.0;271.0
Apartamento;Barra da Tijuca;14;2;2;212;5000.0;1200.0;650.0
Apartamento;Irajá;2;1;0;65;1100.0;255.0;0.0
Apartamento;Barra da Tijuca;2;2;1;105;3000.0;1500.0;0.0
Conjunto Comercial/Sala;Centro;0;0;0;240;21000.0;3500.0;0.0
Loja/Salão;Andaraí;0;0;0;330;6000.0;0.0;17285.0
Apartamento;Vila Isabel;2;1;0;70;1100.0;550.0;0.0
Apartamento;São Conrado;4;3;4;600;23000.0;16864.0;3910.0
Apartamento;Gávea;3;1;1;108;5000.0;1769.0;226.0
Apartamento;Recreio dos Bandeirantes;2;1;2;85;2300.0;1350.0;125.0
Apartamento;Catete;1;0;0;45;1600.0;500.0;55.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;800.0;870.0;0.0
Quitinete;Copacabana;1;0;0;15;1100.0;600.0;0.0
Conjunto Comercial/Sala;Centro;0;0;0;101;2000.0;4700.0;0.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;28;1600.0;912.0;0.0
Apartamento;Barra da Tijuca;3;2;3;160;7000.0;1087.0;455.0
Conjunto Comercial/Sala;Centro;0;0;0;150;4000.0;2000.0;0.0
Conjunto Comercial/Sala;Botafogo;0;0;0;457;50000.0;17600.0;23500.0
Casa de Vila;Quintino Bocaiúva;2;1;0;48;750.0;0.0;0.0
Apartamento;Lagoa;3;2;1;130;5000.0;1000.0;300.0
Apartamento;Freguesia (Jacarepaguá);3;2;1;100;2100.0;780.0;140.0
Conjunto Comercial/Sala;Centro;0;2;0;240;7000.0;3203.0;1300.0
Apartamento;Freguesia (Jacarepaguá);3;2;3;180;5500.0;1200.0;318.0
Apartamento;Copacabana;3;0;0;80;2500.0;800.0;157.0
Casa de Condomínio;Barra da Tijuca;3;0;2;367;6000.0;510.0;423.0
Conjunto Comercial/Sala;Santo Cristo;0;16;0;1200;78000.0;23000.0;0.0
Apartamento;Recreio dos Bandeirantes;3;1;1;85;1900.0;450.0;112.0
Casa;Jardim Botânico;2;4;1;107;9500.0;0.0;1091.0
Conjunto Comercial/Sala;Botafogo;0;15;0;700;59500.0;21994.0;5586.0
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;10;6213.0;0.0;0.0
Apartamento;Barra da Tijuca;5;4;3;171;9000.0;2000.0;3500.0
Apartamento;Centro;1;0;0;42;2200.0;619.0;202.0
Apartamento;Méier;2;1;0;62;1000.0;600.0;38.0
Quitinete;Leblon;1;0;0;25;1950.0;360.0;58.0
Loja/Salão;Taquara;0;0;0;15;600.0;0.0;0.0
Apartamento;Leblon;4;3;4;260;13500.0;3100.0;0.0
Casa;Recreio dos Bandeirantes;4;4;2;367;12000.0;0.0;653.0
Conjunto Comercial/Sala;Centro;0;0;0;594;9000.0;0.0;727.0
Loja/Salão;Copacabana;0;0;0;310;30000.0;700.0;0.0
Conjunto Comercial/Sala;Centro;0;0;0;373;30000.0;6723.0;1492.0
Conjunto Comercial/Sala;Ipanema;0;5;0;200;25200.0;4680.0;0.0
Apartamento;Grajaú;2;0;0;65;1400.0;415.0;21.0
Apartamento;Lagoa;4;3;1;180;11000.0;2530.0;812.0
Apartamento;Copacabana;1;0;0;43;1800.0;639.0;76.0
Apartamento;Lagoa;2;1;1;80;2200.0;2600.0;420.0
Conjunto Comercial/Sala;Copacabana;0;0;0;25;1000.0;434.0;101.0
Apartamento;Flamengo;2;1;0;57;2800.0;832.0;98.0
Apartamento;Campo Grande;3;1;1;98;1800.0;950.0;0.0
Apartamento;Jardim Botânico;3;1;2;170;6000.0;860.0;540.0
Casa Comercial;Botafogo;3;0;0;280;13000.0;450.0;1387.0
Apartamento;Leblon;4;2;2;207;15500.0;6000.0;934.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;23;1000.0;680.0;0.0
Apartamento;Barra da Tijuca;4;4;4;518;38000.0;5004.0;1747.0
Galpão/Depósito/Armazém;Cordovil;0;0;0;850;8500.0;0.0;0.0
Apartamento;Ipanema;1;0;1;50;2400.0;897.0;26.0
Quitinete;Copacabana;1;0;0;35;1700.0;400.0;55.0
Loja/Salão;Catete;0;6;0;300;17500.0;310.0;14000.0
Apartamento;Recreio dos Bandeirantes;3;2;1;150;2500.0;1012.0;0.0
Loja/Salão;Barra da Tijuca;0;1;0;49;2000.0;780.0;0.0
Conjunto Comercial/Sala;Centro;0;3;0;151;11025.0;3430.0;0.0
Apartamento;Copacabana;2;0;0;65;2700.0;710.0;130.0
Apartamento;Recreio dos Bandeirantes;4;3;2;300;4500.0;1500.0;580.0
Apartamento;Recreio dos Bandeirantes;2;2;1;115;1900.0;661.0;0.0
Casa de Vila;Jacarepaguá;3;1;0;100;2000.0;100.0;0.0
Conjunto Comercial/Sala;Barra da Tijuca;0;7;0;300;15000.0;9360.0;0.0
Apartamento;Recreio dos Bandeirantes;3;3;1;110;1500.0;873.0;0.0
Casa;Botafogo;12;5;0;500;18000.0;0.0;1800.0
Conjunto Comercial/Sala;Ipanema;0;0;0;45;5000.0;2200.0;243.0
Apartamento;Barra da Tijuca;4;3;4;304;13000.0;3800.0;1350.0
Loja/Salão;Freguesia (Jacarepaguá);0;0;0;197;8000.0;0.0;690.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;28;900.0;560.0;185.0
Casa de Condomínio;Barra da Tijuca;4;2;4;280;8500.0;750.0;620.0
Prédio Inteiro;Barra da Tijuca;0;80;0;5500;480000.0;0.0;0.0
Apartamento;Tijuca;3;1;0;88;2300.0;790.0;885.0
Apartamento;Ipanema;3;1;1;145;7200.0;2900.0;500.0
Casa;Catete;10;0;10;300;15000.0;0.0;220.0
Apartamento;Urca;1;0;0;53;2800.0;770.0;0.0
Apartamento;Ipanema;3;1;1;116;5000.0;1600.0;316.0
Apartamento;Tijuca;3;1;0;116;2000.0;790.0;194.0
Apartamento;Vila Isabel;3;0;0;82;1200.0;664.0;86.0
Quitinete;Glória;1;0;1;26;850.0;321.0;29.0
Apartamento;Barra da Tijuca;3;2;1;130;4800.0;1700.0;433.0
Apartamento;Freguesia (Jacarepaguá);3;1;1;90;1700.0;595.0;0.0
Apartamento;Flamengo;2;1;0;68;2000.0;536.0;148.0
Apartamento;Copacabana;1;0;0;60;2800.0;620.0;128.0
Loja/Salão;Engenho de Dentro;0;0;0;56;2200.0;0.0;100.0
Apartamento;Taquara;2;1;0;53;1100.0;450.0;150.0
Apartamento;Penha;2;0;0;64;950.0;180.0;0.0
Apartamento;Jardim Botânico;3;1;1;130;6400.0;1500.0;0.0
Loja/Salão;Barra da Tijuca;0;0;0;140;7200.0;315.0;1550.0
Apartamento;Leblon;2;1;0;90;3500.0;1300.0;200.0
Apartamento;Leblon;4;2;4;200;8500.0;2710.0;945.0
Conjunto Comercial/Sala;Centro;0;0;0;208;5000.0;2670.0;530.0
Apartamento;Tijuca;1;1;1;84;2000.0;718.0;120.0
Galpão/Depósito/Armazém;Vigário Geral;0;0;0;2000;30000.0;0.0;0.0
Quitinete;Gardênia Azul;1;0;0;20;485.0;0.0;0.0
Apartamento;Flamengo;1;0;0;30;1490.0;315.0;55.0
Casa;São Conrado;4;0;4;1200;25000.0;0.0;0.0
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;21;700.0;350.0;0.0
Apartamento;Maracanã;2;0;0;79;1700.0;600.0;0.0
Apartamento;Copacabana;1;1;0;150;3000.0;1200.0;390.0
Conjunto Comercial/Sala;Jacarepaguá;0;1;0;25;990.0;570.0;0.0
Conjunto Comercial/Sala;Flamengo;0;0;0;15;850.0;622.0;165.0
Apartamento;Barra da Tijuca;3;2;3;156;5500.0;2300.0;398.0
Conjunto Comercial/Sala;Botafogo;0;3;0;90;5900.0;2220.0;0.0
Loja/Salão;Barra da Tijuca;0;1;0;65;2200.0;595.0;500.0
Apartamento;Flamengo;1;0;1;38;1450.0;690.0;55.0
Apartamento;Botafogo;2;0;0;115;2200.0;1045.0;190.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;2;0;25;800.0;364.0;172.0
Apartamento;Tijuca;2;0;0;49;1800.0;180.0;0.0
Terreno Padrão;Penha;0;0;0;721;4000.0;0.0;611.0
Apartamento;Jacarepaguá;2;1;1;80;1900.0;1350.0;100.0
Apartamento;Copacabana;2;0;0;120;3800.0;1000.0;197.0
Apartamento;Barra da Tijuca;2;1;1;70;1800.0;681.0;120.0
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;21;800.0;306.0;56.0
Loja/Salão;Santa Cruz;0;0;0;42;1000.0;0.0;0.0
Apartamento;Bonsucesso;3;1;0;98;2800.0;390.0;0.0
Apartamento;Barra da Tijuca;2;1;1;70;3240.0;950.0;0.0
Apartamento;Flamengo;2;1;0;90;3200.0;980.0;0.0
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;24;800.0;400.0;90.0
Apartamento;Ipanema;2;0;0;99;3300.0;920.0;0.0
Conjunto Comercial/Sala;Centro;0;0;0;42;700.0;515.0;83.0
Apartamento;Copacabana;3;1;0;80;3100.0;700.0;1208.0
Apartamento;Copacabana;2;1;0;74;2600.0;1021.0;0.0
Apartamento;Humaitá;2;1;0;75;2900.0;926.0;90.0
Apartamento;Barra da Tijuca;4;3;4;250;9500.0;2800.0;523.0
Loja/Salão;Centro;0;0;0;530;12000.0;7435.0;1750.0
Apartamento;Recreio dos Bandeirantes;2;1;1;80;1600.0;770.0;108.0
Apartamento;Recreio dos Bandeirantes;3;4;1;217;3300.0;947.0;547.0
Apartamento;Ipanema;4;1;3;250;12000.0;2300.0;1037.0
Casa;Campo Grande;2;1;2;100;1500.0;0.0;30.0
Apartamento;São Conrado;3;2;1;140;4700.0;1620.0;515.0
Apartamento;Barra da Tijuca;4;3;2;260;7500.0;3550.0;350.0
Apartamento;Laranjeiras;2;0;0;85;2100.0;700.0;95.0
Apartamento;Rio Comprido;2;1;0;69;1900.0;600.0;70.0
Apartamento;Freguesia (Jacarepaguá);1;1;0;49;1050.0;580.0;36.0
Apartamento;Andaraí;2;1;0;56;1900.0;607.0;89.0
Casa;Vargem Grande;2;1;0;70;1900.0;580.0;25.0
Box/Garagem;Centro;0;1;0;0;100.0;0.0;0.0
Apartamento;Ipanema;4;3;4;480;39000.0;9400.0;0.0
Apartamento;Barra da Tijuca;4;3;3;180;7000.0;1935.0;449.0
Apartamento;Copacabana;2;0;0;81;3000.0;770.0;159.0
Apartamento;Barra da Tijuca;2;1;1;88;2400.0;1313.0;0.0
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;125;7000.0;5000.0;1100.0
Apartamento;Vargem Pequena;2;1;1;80;1100.0;650.0;0.0
Casa de Condomínio;Tanque;2;0;1;100;1500.0;160.0;80.0
Apartamento;Ipanema;3;3;3;169;9000.0;2300.0;886.0
Apartamento;Flamengo;4;2;2;423;12000.0;3795.0;1253.0
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;2;0;88;2500.0;4500.0;1544.0
Conjunto Comercial/Sala;Leblon;0;0;0;120;20000.0;2400.0;0.0
Apartamento;Quintino Bocaiúva;2;0;0;67;900.0;320.0;0.0
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;45;1100.0;1000.0;1.0
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;2;0;44;1500.0;949.0;52.0
Loja Shopping/ Ct Comercial;Ipanema;0;2;0;25;5000.0;0.0;150.0
Apartamento;Leblon;3;1;0;74;3300.0;700.0;83.0
Apartamento;Copacabana;2;0;0;110;2800.0;800.0;120.0
Apartamento;Leme;1;0;0;31;1140.0;420.0;24.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;1600.0;780.0;80.0
Apartamento;Recreio dos Bandeirantes;2;2;1;90;1500.0;720.0;199.0
Conjunto Comercial/Sala;Ipanema;0;0;0;32;1700.0;750.0;0.0
Conjunto Comercial/Sala;Barra da Tijuca;0;3;0;108;5900.0;2424.0;0.0
Casa;Santa Teresa;5;3;0;260;7000.0;0.0;163.0
Apartamento;Barra da Tijuca;2;1;0;70;2400.0;1800.0;150.0
Casa de Condomínio;Recreio dos Bandeirantes;4;3;4;198;4500.0;1160.0;3012.0
Apartamento;Inhaúma;3;1;0;60;750.0;236.0;0.0
Loja Shopping/ Ct Comercial;Jacarepaguá;0;1;0;61;4500.0;1.0;0.0
Apartamento;Glória;1;0;0;48;1400.0;480.0;20.0
Apartamento;Copacabana;5;1;1;400;8500.0;2160.0;365.0
Apartamento;Ipanema;2;1;0;45;3000.0;575.0;25.0
Apartamento;Pechincha;2;1;0;65;950.0;640.0;126.0
Apartamento;Leblon;2;0;0;100;3800.0;900.0;195.0
Apartamento;Grajaú;3;2;1;90;2950.0;700.0;100.0
Conjunto Comercial/Sala;Campo Grande;0;1;0;20;700.0;273.0;75.0
Conjunto Comercial/Sala;Campo Grande;0;1;0;25;1000.0;550.0;0.0
Apartamento;Marechal Hermes;2;1;0;70;850.0;200.0;0.0
Apartamento;Grajaú;1;0;0;30;800.0;283.0;187.0
Apartamento;Praça Seca;2;1;1;63;1100.0;361.0;0.0
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;81;2500.0;2548.0;727.0
Apartamento;Barra da Tijuca;3;2;2;480;15000.0;2750.0;650.0
Apartamento;Recreio dos Bandeirantes;2;2;1;72;1580.0;900.0;140.0
Apartamento;Laranjeiras;2;0;0;51;1900.0;450.0;25.0
Apartamento;Botafogo;1;0;0;17;1100.0;330.0;15.0
Apartamento;Botafogo;3;0;0;100;6050.0;1155.0;234.0
Apartamento;Lagoa;2;1;1;90;2700.0;1350.0;250.0
Apartamento;Lagoa;3;3;3;230;6000.0;4600.0;990.0
Apartamento;Pechincha;2;1;1;62;1700.0;500.0;67.0
Apartamento;Leblon;2;2;1;113;3500.0;1365.0;387.0
Apartamento;Flamengo;1;0;0;49;1700.0;440.0;68.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;54;2500.0;1200.0;1800.0
Apartamento;Méier;1;0;0;53;900.0;484.0;37.0
Apartamento;Vila Isabel;2;1;0;63;1300.0;500.0;0.0
Galpão/Depósito/Armazém;Pavuna;0;12;0;3084;67855.0;19711.0;1676.0
Conjunto Comercial/Sala;Méier;0;0;0;25;600.0;580.0;0.0
Casa;Vila da Penha;1;0;0;40;850.0;0.0;0.0
Quitinete;Copacabana;1;0;0;30;2600.0;500.0;0.0
Quitinete;Copacabana;1;0;0;30;3200.0;400.0;50.0
Quitinete;Centro;1;0;1;15;750.0;0.0;0.0
Apartamento;Lagoa;3;3;1;250;11000.0;3500.0;889.0
Apartamento;Humaitá;3;1;0;95;2300.0;1300.0;120.0
Apartamento;Flamengo;1;0;0;37;2300.0;485.0;56.0
Apartamento;Curicica;1;1;0;45;700.0;356.0;126.0
Apartamento;Barra da Tijuca;2;1;0;90;2000.0;980.0;1600.0
Loja/Salão;Copacabana;0;1;0;26;700.0;1004.0;170.0
Apartamento;Barra da Tijuca;1;1;1;80;1700.0;980.0;250.0
Casa;Vaz Lobo;1;0;0;35;400.0;0.0;0.0
Apartamento;Barra da Tijuca;2;1;1;70;2200.0;1000.0;70.0
Apartamento;Barra da Tijuca;4;3;1;190;5500.0;1600.0;435.0
Conjunto Comercial/Sala;Del Castilho;0;1;0;29;1000.0;638.0;0.0
Loja/Salão;Copacabana;0;0;0;260;35000.0;750.0;1350.0
Conjunto Comercial/Sala;Barra da Tijuca;0;10;0;1100;66000.0;30000.0;23786.0
Loja/Salão;Botafogo;0;5;0;525;64698.0;0.0;0.0
Apartamento;Copacabana;3;1;0;140;3500.0;1250.0;0.0
Apartamento;Tijuca;1;1;1;87;1400.0;1057.0;162.0
Apartamento;Barra da Tijuca;4;3;2;210;5300.0;2080.0;500.0
Casa de Condomínio;Santíssimo;2;1;0;70;800.0;200.0;0.0
Conjunto Comercial/Sala;Centro;100;39;0;1600;160000.0;0.0;0.0
Apartamento;Méier;1;0;0;50;1000.0;390.0;16.0
Conjunto Comercial/Sala;Centro;0;0;0;570;19500.0;8800.0;0.0
Apartamento;Flamengo;4;1;0;240;6000.0;2050.0;701.0
Apartamento;Leblon;4;3;4;300;30000.0;4273.0;1557.0
Apartamento;Ipanema;3;1;1;140;7200.0;2900.0;500.0
Casa de Condomínio;Jardim Botânico;4;4;1;380;12000.0;870.0;1290.0
Apartamento;Jardim Botânico;2;1;1;86;4100.0;830.0;257.0
Apartamento;Recreio dos Bandeirantes;4;3;4;203;6000.0;1200.0;420.0
Apartamento;Leblon;3;1;0;110;6200.0;885.0;0.0
Casa de Condomínio;Barra da Tijuca;4;4;3;280;11000.0;1200.0;1100.0
Casa Comercial;Olaria;0;1;0;100;2000.0;0.0;0.0
Apartamento;Tijuca;2;1;0;60;1800.0;420.0;0.0
Flat;Botafogo;1;1;1;50;2500.0;836.0;189.0
Apartamento;Barra da Tijuca;2;1;1;140;4500.0;910.0;420.0
Apartamento;Andaraí;1;0;1;30;1100.0;580.0;0.0
Apartamento;Pechincha;2;1;0;52;700.0;420.0;35.0
Apartamento;Recreio dos Bandeirantes;2;1;1;75;2300.0;1220.0;134.0
Apartamento;Freguesia (Jacarepaguá);2;1;0;55;1000.0;390.0;36.0
Apartamento;Água Santa;2;1;0;70;800.0;250.0;14.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;45;500.0;1100.0;0.0
Apartamento;Lagoa;2;1;0;77;2700.0;1050.0;302.0
Apartamento;Copacabana;3;1;1;194;7500.0;1710.0;4641.0
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;0;0;34;2700.0;1047.0;326.0
Apartamento;Leblon;3;3;1;208;8000.0;1700.0;965.0
Quitinete;Copacabana;1;0;0;25;1200.0;318.0;0.0
Conjunto Comercial/Sala;Centro;0;0;0;50;1200.0;1350.0;230.0
Apartamento;Gávea;3;1;2;220;7000.0;3200.0;450.0
Conjunto Comercial/Sala;Barra da Tijuca;0;14;0;350;21000.0;0.0;0.0
Apartamento;Barra da Tijuca;3;2;1;204;4600.0;2321.0;489.0
Apartamento;Barra da Tijuca;3;1;3;80;2800.0;1300.0;0.0
Apartamento;Leblon;4;2;2;205;15000.0;6000.0;772.0
Apartamento;Barra da Tijuca;3;2;1;165;6500.0;1503.0;330.0
Conjunto Comercial/Sala;Centro;0;0;0;576;28845.0;8942.0;2071.0
Galpão/Depósito/Armazém;Santo Cristo;0;100;0;5000;90000.0;0.0;12506.0
Conjunto Comercial/Sala;Copacabana;0;0;0;73;4000.0;1363.0;294.0
Conjunto Comercial/Sala;Centro;0;0;0;34;900.0;479.0;114.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;49;1200.0;617.0;69.0
Apartamento;Leblon;3;2;1;140;4500.0;2552.0;595.0
Apartamento;Laranjeiras;3;1;1;150;3200.0;1504.0;301.0
Apartamento;Moneró;1;1;0;47;1200.0;290.0;49.0
Apartamento;Tijuca;2;1;0;70;1850.0;748.0;48.0
Apartamento;Leblon;2;1;1;82;5900.0;1128.0;300.0
Apartamento;Grajaú;2;0;0;70;1300.0;447.0;0.0
Apartamento;Recreio dos Bandeirantes;4;2;2;160;1900.0;830.0;0.0
Apartamento;Barra da Tijuca;4;4;4;330;20000.0;1800.0;10500.0
Casa;Itanhangá;3;2;1;321;9000.0;1400.0;0.0
Casa;Taquara;3;1;0;100;2100.0;250.0;0.0
Apartamento;Barra da Tijuca;3;2;1;140;4900.0;1600.0;3580.0
Conjunto Comercial/Sala;Centro;0;0;0;55;900.0;1219.0;138.0
Conjunto Comercial/Sala;Méier;0;0;0;30;530.0;270.0;0.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;600.0;797.0;164.0
Apartamento;Flamengo;2;1;1;60;3400.0;978.0;130.0
Conjunto Comercial/Sala;Ipanema;0;0;0;30;2300.0;880.0;0.0
Apartamento;Itanhangá;2;1;1;58;900.0;500.0;212.0
Loja/Salão;Centro;0;0;0;172;2500.0;0.0;391.0
Apartamento;Tijuca;3;1;1;106;2050.0;872.0;1008.0
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;24;400.0;600.0;53.0
Apartamento;Leme;1;0;0;55;2000.0;585.0;79.0
Casa;Campo Grande;2;1;0;100;1300.0;0.0;0.0
Apartamento;Ipanema;3;3;3;310;16000.0;3000.0;1100.0
Apartamento;Vila Isabel;2;1;1;79;1300.0;950.0;30.0
Conjunto Comercial/Sala;Leblon;0;8;0;408;90404.0;26000.0;0.0
Galpão/Depósito/Armazém;Maria da Graça;0;0;0;1000;9800.0;0.0;630.0
Apartamento;Barra da Tijuca;2;1;1;102;2500.0;1478.0;255.0
Galpão/Depósito/Armazém;Vila Militar;0;0;0;190;3600.0;0.0;291.0
Apartamento;Copacabana;3;1;1;160;4000.0;1617.0;300.0
Casa Comercial;Copacabana;12;0;12;360;17000.0;0.0;1150.0
Quitinete;Copacabana;1;0;0;38;1800.0;500.0;100.0
Apartamento;Copacabana;1;0;0;30;1200.0;650.0;54.0
Apartamento;Quintino Bocaiúva;2;0;0;80;900.0;170.0;0.0
Apartamento;Ipanema;3;1;0;80;4000.0;1200.0;251.0
Apartamento;Leblon;4;2;2;300;28000.0;3480.0;0.0
Apartamento;Freguesia (Jacarepaguá);3;1;1;77;2000.0;580.0;80.0
Apartamento;Jardim Botânico;3;2;2;145;4680.0;1296.0;317.0
Galpão/Depósito/Armazém;Campo Grande;0;0;0;1599;30394.0;4399.0;1199.0
Apartamento;Recreio dos Bandeirantes;3;2;1;185;2500.0;1355.0;2917.0
Apartamento;Barra da Tijuca;1;1;1;68;2800.0;1250.0;219.0
Apartamento;Jardim Botânico;2;2;1;83;3500.0;1630.0;196.0
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;125;3500.0;3100.0;775.0
Apartamento;Leblon;3;2;1;180;9500.0;2804.0;950.0
Conjunto Comercial/Sala;Botafogo;0;1;0;80;4500.0;2183.0;464.0
Loja/Salão;Campo Grande;0;0;0;240;2500.0;0.0;0.0
Apartamento;Copacabana;2;1;1;110;4000.0;1010.0;252.0
Conjunto Comercial/Sala;Tijuca;0;0;0;50;1200.0;1260.0;266.0
Apartamento;Botafogo;3;0;0;123;3200.0;421.0;182.0
Conjunto Comercial/Sala;Jacarepaguá;0;1;0;25;700.0;484.0;112.0
Loja/Salão;Recreio dos Bandeirantes;0;0;0;1200;58000.0;0.0;4750.0
Apartamento;Recreio dos Bandeirantes;3;3;1;180;1300.0;1635.0;320.0
Conjunto Comercial/Sala;Jacarepaguá;0;1;0;40;1400.0;480.0;0.0
Conjunto Comercial/Sala;Centro;0;0;0;309;15000.0;5000.0;650.0
Apartamento;Barra da Tijuca;3;2;3;120;2800.0;1280.0;360.0
Apartamento;Leblon;2;3;1;168;9000.0;2124.0;563.0
Conjunto Comercial/Sala;Centro;0;0;0;44;900.0;150.0;166.0
Prédio Inteiro;Copacabana;1;1;0;450;63000.0;13500.0;3825.0
Conjunto Comercial/Sala;Flamengo;0;8;0;834;72435.0;16680.0;0.0
Casa de Condomínio;Campo Grande;2;2;0;100;1200.0;40.0;1.0
Apartamento;Barra da Tijuca;1;0;0;71;2100.0;1200.0;220.0
Apartamento;Tijuca;2;1;1;81;2350.0;849.0;80.0
Apartamento;Jacarepaguá;2;1;1;67;2000.0;636.0;75.0
